words,links,capital_words,spam_word_count,is_spam
476,10,11,8,1
66,0,0,1,0
909,4,25,4,1
263,1,0,2,0
173,2,1,5,0
318,3,2,7,1
98,2,2,0,0
144,0,8,2,0
29,0,2,0,0
118,4,6,10,1
136,0,1,2,0
122,2,3,2,0
214,3,2,1,0
113,4,0,0,0
898,2,3,7,1
160,9,20,0,1
204,2,3,0,0
105,1,2,1,0
207,0,9,1,0
439,5,7,7,1
97,2,2,0,0
610,8,20,5,1
639,2,2,5,1
126,3,21,9,1
158,6,20,10,1
238,1,0,0,0
200,4,0,2,0
179,2,29,6,1
162,9,4,10,1
658,3,16,10,1
165,1,1,1,0
54,0,3,1,0
172,0,0,6,0
120,0,17,6,1
807,7,22,4,1
63,2,17,0,1
40,2,3,2,0
390,7,26,5,1
239,2,7,2,0
140,5,5,8,1
76,4,8,8,1
400,10,27,10,1
431,9,21,2,1
386,0,0,1,0
233,1,0,1,0
735,7,16,2,1
200,0,6,10,1
30,5,3,1,0
289,0,2,3,0
198,1,3,9,1
652,8,3,6,1
83,2,23,3,1
507,3,3,10,1
186,2,5,6,1
662,4,13,8,1
944,10,15,6,1
208,0,0,0,0
490,5,7,7,1
231,4,2,2,0
118,2,6,8,1
810,6,15,4,1
178,2,5,3,1
161,4,8,8,1
269,3,0,1,0
351,1,0,0,0
79,2,8,5,0
172,2,0,1,0
281,1,1,0,0
849,1,10,0,1
49,2,3,2,0
164,2,3,1,0
342,1,2,0,0
587,6,1,10,1
144,0,2,2,0
706,6,7,4,1
293,10,19,2,1
626,7,4,4,1
257,1,1,2,0
170,5,21,6,1
208,7,14,10,1
214,2,0,6,0
113,4,1,5,0
411,1,3,2,0
211,10,8,5,1
215,2,0,1,0
118,1,1,2,0
961,2,23,6,1
738,3,2,8,1
87,1,3,1,0
360,3,0,1,0
114,4,2,1,0
199,2,2,1,0
755,10,26,5,1
183,2,0,5,0
887,10,16,3,1
788,3,0,8,1
129,2,1,1,0
115,6,4,3,1
341,2,19,8,1
142,9,8,8,1
980,2,9,9,1
160,5,16,5,1
468,9,12,7,1
145,1,3,2,0
792,3,28,9,1
868,7,5,7,1
324,0,8,3,0
852,3,11,6,1
233,0,3,2,0
327,0,3,0,0
743,7,19,5,1
743,3,4,1,1
134,2,3,2,0
739,5,5,5,1
790,9,13,1,1
278,10,11,6,1
288,0,3,1,0
94,0,1,2,0
125,1,3,2,0
173,2,1,1,0
284,0,3,6,0
768,7,19,3,1
832,8,2,10,1
772,4,14,2,1
110,1,2,5,0
263,2,3,0,0
116,3,30,3,1
889,3,20,7,1
74,1,1,1,0
638,4,5,9,1
345,2,8,6,1
181,7,30,6,1
400,3,22,10,1
274,4,23,4,1
657,9,29,3,1
25,0,2,0,0
343,0,30,10,1
244,1,0,0,0
937,2,10,7,1
175,1,13,6,1
173,5,1,2,0
951,9,2,4,1
152,1,3,2,0
213,2,9,1,0
505,10,3,6,1
29,0,1,2,0
390,6,23,3,1
187,4,28,9,1
474,9,19,7,1
277,0,1,1,0
541,7,1,3,1
71,6,14,5,1
431,1,18,10,1
174,7,12,10,1
944,7,0,4,1
184,2,1,1,0
254,1,1,0,0
637,4,7,9,1
172,0,0,3,0
244,2,0,1,0
193,1,1,1,0
55,2,0,1,0
80,0,2,2,0
299,1,2,0,0
40,3,9,0,0
248,3,19,6,1
83,1,1,0,0
169,2,0,2,0
788,7,25,10,1
83,2,16,3,1
66,1,1,1,0
47,0,0,1,0
176,1,2,1,0
615,2,14,4,1
172,3,1,1,0
735,7,30,1,1
165,1,1,2,0
957,3,19,8,1
250,1,4,1,0
220,2,0,1,0
130,1,3,2,0
316,8,22,4,1
174,2,2,3,0
810,4,15,5,1
731,0,21,3,1
206,3,1,1,0
113,6,18,3,1
107,0,2,0,0
249,9,4,6,1
644,8,15,4,1
153,0,3,1,0
275,1,1,6,0
713,2,3,2,1
217,2,1,1,0
496,4,4,0,1
240,1,0,2,0
850,6,22,10,1
398,2,3,4,0
865,2,14,4,1
255,2,1,1,0
695,8,5,3,1
112,3,12,3,1
276,1,7,2,0
637,8,26,10,1
532,4,26,3,1
59,0,1,2,0
865,9,5,3,1
179,2,10,0,0
46,1,3,6,0
214,1,2,1,0
966,10,20,10,1
638,5,29,8,1
140,10,21,9,1
649,1,19,10,1
176,0,3,0,0
115,8,15,9,1
400,0,0,1,0
694,5,24,4,1
400,3,29,8,1
176,2,1,2,0
109,2,10,0,1
273,2,26,6,1
257,3,1,1,0
164,2,0,8,1
156,2,11,10,1
146,4,0,6,0
202,1,1,2,0
239,1,3,6,0
137,2,2,2,0
189,2,2,2,0
263,0,2,2,0
82,1,3,2,0
298,0,2,0,0
871,8,5,4,1
172,2,2,2,0
299,9,2,3,1
150,1,10,1,0
182,2,0,5,0
195,7,17,5,1
371,3,8,6,0
726,2,22,4,1
231,1,2,6,0
911,3,18,8,1
138,2,28,7,1
326,1,2,0,0
181,1,3,0,0
82,2,0,1,0
447,1,8,2,0
132,0,1,0,0
132,2,2,6,0
332,10,13,1,1
773,7,1,4,1
792,2,18,3,1
336,3,27,0,1
110,1,2,0,0
153,2,29,4,1
555,2,17,3,1
162,2,1,1,0
118,9,13,10,1
328,0,12,6,1
394,3,4,3,1
653,9,30,9,1
113,10,9,6,1
132,3,8,5,1
543,10,9,8,1
588,3,11,6,1
197,3,3,2,0
475,2,1,1,0
609,8,20,8,1
341,4,27,3,1
558,0,10,5,1
106,2,5,10,1
47,3,1,5,0
459,7,22,7,1
259,3,3,3,0
84,0,0,0,0
288,2,2,2,0
456,0,5,1,0
210,2,6,3,1
100,3,11,8,1
161,9,17,9,1
295,0,1,0,0
60,1,2,2,0
401,0,3,2,0
64,5,9,2,1
123,9,2,6,1
274,0,1,1,0
515,7,29,2,1
109,1,1,0,0
45,1,2,1,0
162,9,21,4,1
364,1,1,1,0
159,0,23,0,1
35,0,1,0,0
258,5,9,2,0
51,0,2,2,0
200,2,6,0,0
91,0,1,0,0
1000,0,30,6,1
990,4,2,3,1
833,1,19,7,1
940,2,9,2,1
95,1,3,1,0
495,5,1,5,0
130,1,2,5,0
35,2,2,5,0
253,2,6,2,0
184,4,1,2,0
100,1,0,0,0
515,3,9,1,1
576,6,2,5,1
202,0,3,2,0
219,0,0,2,0
709,4,0,3,1
224,1,6,2,0
194,2,1,0,0
79,0,3,2,0
258,0,3,2,0
477,10,15,8,1
188,2,9,3,0
191,0,3,2,0
863,7,17,5,1
573,5,27,4,1
116,5,24,10,1
196,10,1,8,1
193,2,1,1,1
858,7,20,1,1
69,3,29,3,1
46,1,2,0,0
302,0,11,7,1
113,2,9,2,0
585,9,9,0,1
252,2,26,6,1
153,1,8,2,0
680,4,8,0,1
992,1,18,1,1
425,3,13,5,1
65,1,5,2,0
137,2,0,6,1
183,0,2,0,0
62,1,1,0,0
416,2,0,4,0
335,0,10,9,1
151,2,9,9,1
217,0,3,0,0
595,0,27,6,1
247,2,4,1,0
127,2,30,4,1
203,2,2,5,0
784,9,6,3,1
962,10,24,3,1
723,8,30,6,1
118,0,1,5,1
211,1,2,0,0
958,8,11,2,1
162,5,23,8,1
178,2,18,5,1
397,1,1,2,0
247,2,0,0,0
259,1,0,0,0
142,8,16,1,1
554,5,7,6,1
353,2,4,2,0
44,0,3,4,0
383,4,2,2,0
51,3,3,0,0
935,5,28,5,1
103,8,6,10,1
29,1,3,2,0
277,2,8,1,0
978,6,3,3,1
73,0,3,1,0
140,1,5,4,0
204,2,2,2,0
126,0,0,1,0
723,6,18,3,1
420,2,20,5,1
284,2,6,1,0
217,2,3,2,0
89,1,3,2,0
152,5,0,1,0
829,1,6,6,1
180,1,4,1,0
96,0,3,1,0
48,2,9,1,0
151,1,0,1,0
114,4,6,7,1
259,0,3,1,0
131,2,27,10,1
152,3,20,2,1
290,0,3,6,0
828,8,12,4,1
269,3,0,2,0
781,10,3,0,1
900,7,17,5,1
228,1,0,2,0
718,5,11,9,1
113,0,3,2,0
125,1,1,0,0
187,2,0,2,0
938,9,6,3,1
703,9,27,3,1
849,7,0,4,1
453,1,0,1,0
304,10,12,5,1
803,10,1,8,1
149,3,1,2,0
324,1,10,3,1
72,9,25,3,1
188,0,0,2,0
837,5,2,6,1
484,0,28,4,1
109,1,1,1,0
224,1,0,2,0
133,0,20,6,1
181,8,6,6,1
298,3,22,8,1
85,0,2,1,0
413,1,6,1,0
241,0,9,4,0
158,3,10,5,1
294,2,3,0,0
65,2,8,0,0
297,0,1,2,0
369,2,4,6,0
994,9,20,1,1
151,10,8,1,1
45,0,1,2,0
300,9,4,6,1
387,0,2,0,0
208,1,5,2,0
218,1,7,3,0
87,10,9,8,1
824,2,4,3,1
158,3,0,1,0
265,3,3,2,0
350,9,7,1,1
313,1,10,2,0
79,4,0,2,0
694,7,25,10,1
328,10,30,10,1
418,0,2,2,0
445,2,3,2,0
317,0,1,1,0
174,4,14,8,1
200,5,3,2,0
736,5,29,9,1
201,1,0,2,0
244,2,0,6,0
333,7,14,7,1
285,2,6,2,0
376,0,7,5,1
455,1,3,0,0
912,10,5,0,1
832,6,25,1,1
146,4,12,7,1
217,1,1,2,0
22,2,2,2,0
162,5,5,9,1
300,4,18,6,1
137,2,0,0,0
677,4,25,3,1
57,2,0,5,0
275,1,5,0,0
205,7,13,7,1
434,0,1,4,0
174,4,3,4,0
254,1,0,2,0
147,7,25,5,1
211,1,2,1,0
302,7,15,0,1
882,9,23,2,1
23,0,1,6,0
212,9,6,8,1
75,0,2,10,1
51,5,7,2,0
209,3,0,6,0
114,0,8,1,0
303,2,12,9,1
409,0,3,3,0
125,4,6,10,1
78,1,3,1,0
967,9,19,9,1
466,2,1,0,0
202,1,3,0,0
101,1,14,6,1
923,2,26,10,1
250,2,8,1,0
97,2,1,1,0
229,1,3,2,0
194,10,27,5,1
293,1,2,1,0
259,1,3,0,0
910,7,24,4,1
630,6,22,4,1
192,0,29,4,1
780,9,7,3,1
180,0,25,10,1
519,6,8,6,1
175,2,3,1,0
794,4,1,0,1
182,2,9,10,1
141,2,3,0,0
672,10,7,10,1
176,0,2,0,0
265,2,2,4,0
168,1,29,4,1
190,6,13,6,1
415,4,21,10,1
327,9,11,9,1
270,2,3,0,0
600,5,24,8,1
240,0,2,1,0
973,5,21,8,1
190,3,2,4,0
649,9,5,9,1
175,2,2,2,0
958,2,19,4,1
55,7,22,10,1
638,2,25,1,1
64,1,4,2,0
599,2,18,9,1
898,9,8,4,1
229,1,0,6,0
394,1,2,2,0
375,2,0,2,0
50,1,3,0,0
57,5,12,7,1
191,10,25,3,1
250,1,3,2,0
892,5,6,5,1
59,1,0,1,0
277,1,1,0,0
145,2,7,2,0
178,2,1,2,0
130,2,0,2,0
839,6,0,8,1
972,8,1,8,1
33,0,1,1,0
572,0,5,5,1
802,10,30,8,1
33,1,2,2,0
281,2,4,6,1
812,7,11,6,1
193,4,1,2,0
381,3,24,3,1
134,4,3,1,0
137,1,3,0,0
100,1,0,1,0
30,1,2,2,0
125,2,6,0,0
273,4,6,8,1
271,2,2,0,0
143,6,20,3,1
195,0,7,1,0
90,8,23,6,1
192,2,30,7,1
937,4,8,4,1
138,0,0,2,0
179,4,1,2,0
893,2,12,9,1
237,0,7,2,0
611,4,21,5,1
900,2,2,1,1
272,1,3,0,0
226,0,25,8,1
604,5,23,8,1
382,5,4,9,1
429,2,24,6,1
375,1,6,1,0
171,1,7,0,0
487,5,6,3,1
24,4,0,5,0
167,0,2,0,0
665,8,6,5,1
990,3,6,5,1
280,1,0,1,0
926,0,20,8,1
118,2,1,0,0
189,0,3,1,0
491,3,3,1,0
125,2,3,6,0
57,0,1,2,0
240,1,1,1,0
80,1,3,2,0
429,1,3,4,0
286,1,10,2,0
81,10,24,4,1
285,0,0,2,0
60,1,3,0,0
124,9,7,5,1
200,1,18,6,1
633,2,19,8,1
166,9,29,7,1
245,4,8,1,0
136,0,1,2,0
231,0,4,2,0
778,3,10,3,1
495,10,30,10,1
242,0,0,2,0
863,2,22,10,1
226,2,2,0,0
69,0,3,1,0
745,2,5,7,1
316,8,11,8,1
162,8,12,8,1
280,2,3,2,0
156,8,24,2,1
202,3,8,6,1
335,2,1,10,1
62,0,3,2,0
104,1,10,0,0
125,5,8,3,1
240,0,2,0,0
159,1,8,0,0
158,9,25,9,1
795,5,14,1,1
687,2,23,3,1
267,5,2,1,0
507,0,21,8,1
38,1,2,1,0
63,1,2,0,0
208,1,2,0,0
262,2,2,2,0
402,3,4,10,1
253,1,0,2,0
161,1,3,1,0
454,2,3,5,0
99,0,1,1,0
125,1,27,4,1
68,1,1,6,0
749,4,1,10,1
341,4,8,2,0
48,1,0,0,0
212,3,19,7,1
236,0,1,3,0
146,1,2,0,0
364,6,20,3,1
121,3,3,5,1
29,1,3,2,0
138,2,3,7,1
234,2,5,1,0
885,3,14,5,1
459,1,0,2,0
283,2,0,1,0
329,3,1,2,0
635,2,9,6,1
519,4,0,4,1
203,2,24,2,1
178,8,22,10,1
223,2,1,2,0
242,1,1,4,0
46,2,0,0,0
78,1,1,2,0
30,0,1,1,0
57,5,16,6,1
133,0,2,0,0
522,9,16,10,1
188,1,0,2,0
217,0,1,1,0
446,0,4,2,0
245,1,3,1,0
901,3,28,6,1
167,9,9,4,1
191,1,0,2,0
275,2,3,0,0
429,7,26,10,1
176,0,1,1,0
41,0,3,2,0
26,1,3,0,0
294,1,2,1,0
613,2,13,5,1
225,0,3,6,0
843,5,8,5,1
696,6,28,8,1
548,5,2,10,1
452,6,12,6,1
314,0,2,0,0
97,7,4,6,1
962,2,19,8,1
912,9,5,9,1
256,0,1,1,0
447,2,0,0,0
50,2,23,7,1
155,4,15,10,1
273,1,1,2,0
241,2,19,3,1
971,0,13,3,1
298,2,6,1,0
197,1,1,4,0
301,10,3,6,1
99,0,0,2,0
28,1,2,2,0
724,6,0,10,1
181,0,2,2,0
243,10,23,7,1
172,1,2,4,0
85,1,3,3,0
412,9,22,10,1
153,8,24,5,1
106,1,0,0,0
676,5,24,5,1
652,5,3,3,1
216,1,0,1,0
183,3,4,3,1
291,1,2,4,0
125,6,24,5,1
256,1,1,2,0
366,6,12,8,1
279,2,0,2,0
205,4,3,3,1
63,6,9,8,1
270,2,3,1,0
744,7,17,0,1
180,2,5,8,1
997,2,17,4,1
448,9,10,9,1
289,9,4,10,1
724,5,3,5,1
705,9,23,9,1
132,3,5,10,1
645,6,3,8,1
623,9,5,3,1
152,0,10,2,0
78,3,3,9,1
565,10,14,10,1
135,3,23,9,1
433,4,3,10,1
142,3,26,9,1
453,3,1,0,0
595,3,30,6,1
791,8,19,8,1
242,0,3,0,0
168,5,5,3,1
156,3,9,5,1
96,1,0,0,0
330,10,10,5,1
217,2,1,2,0
638,10,20,2,1
333,2,2,4,0
546,10,10,3,1
60,1,3,0,0
113,3,3,1,0
192,9,13,8,1
210,10,21,4,1
142,0,1,10,1
485,1,0,2,0
208,0,3,4,0
80,3,1,6,0
129,10,1,5,1
191,2,0,2,0
148,2,7,1,0
183,0,2,0,0
51,2,1,0,0
256,2,1,1,0
226,0,0,4,0
222,2,0,5,0
247,2,4,5,0
100,2,10,2,1
71,5,2,1,0
223,1,0,5,0
345,0,1,1,0
290,1,2,2,0
179,4,13,10,1
27,0,2,0,0
994,2,10,6,1
94,1,2,0,0
938,6,0,9,1
671,6,18,0,1
124,2,3,1,0
122,8,12,8,1
31,2,2,0,0
495,6,4,9,1
55,2,1,0,0
945,2,9,1,1
836,1,0,7,1
380,2,5,2,0
119,3,5,4,1
889,9,11,6,1
294,0,2,6,0
152,2,23,10,1
159,2,6,8,1
869,7,12,0,1
292,5,2,1,0
226,1,6,2,0
159,5,1,2,0
882,7,21,3,1
322,9,22,9,1
93,0,0,4,0
596,9,29,7,1
343,0,2,1,0
591,9,7,4,1
188,1,3,2,0
83,1,2,1,0
140,2,20,3,1
288,0,3,2,0
285,0,3,1,0
269,5,2,1,0
486,9,27,3,1
50,3,26,2,1
76,2,2,2,0
782,6,6,8,1
268,2,1,1,0
449,5,26,4,1
167,3,4,4,1
591,1,18,9,1
714,3,5,4,1
837,7,26,3,1
757,7,19,6,1
206,0,2,2,0
161,3,3,0,0
290,0,9,3,0
94,0,0,0,0
171,0,3,1,0
167,0,9,1,0
295,0,2,1,0
839,1,27,10,1
116,9,28,9,1
149,3,5,10,1
115,2,6,0,1
825,5,5,0,1
544,1,15,5,1
986,5,27,5,1
110,9,12,0,1
108,0,0,9,1
166,1,2,4,0
841,2,28,8,1
249,5,2,2,0
793,4,1,2,1
757,9,30,3,1
891,8,10,3,1
521,1,5,9,1
249,1,3,1,0
192,3,9,9,1
830,5,29,5,1
127,6,28,10,1
195,2,0,1,0
20,1,1,2,0
443,0,3,1,0
70,2,3,0,0
433,1,2,2,0
252,2,2,2,0
66,1,10,2,0
67,1,3,1,0
166,2,0,1,0
60,3,1,9,1
119,2,3,1,0
775,5,12,2,1
100,3,21,1,1
141,1,2,3,1
78,2,0,2,0
377,2,0,2,0
789,10,8,9,1
739,3,5,1,1
291,9,22,6,1
543,5,2,5,1
141,6,1,0,1
278,0,2,1,0
649,7,11,0,1
551,0,21,8,1
944,3,23,7,1
725,8,3,9,1
136,6,18,4,1
155,2,17,5,1
83,8,14,8,1
213,2,10,4,0
67,1,0,4,0
78,6,5,10,1
200,1,1,1,0
373,4,1,3,0
248,0,5,4,0
105,1,3,5,0
505,5,7,10,1
237,1,3,2,0
418,7,20,3,1
228,1,2,2,0
258,1,1,1,0
134,2,22,9,1
40,2,1,1,0
163,2,3,0,0
118,9,10,5,1
105,1,2,0,0
177,1,1,2,0
44,0,0,6,0
282,1,1,1,0
82,3,26,9,1
409,2,15,3,1
27,1,6,2,0
953,8,14,3,1
427,0,29,4,1
139,1,0,1,0
731,4,12,10,1
162,4,2,5,0
644,2,23,6,1
188,0,0,1,0
269,2,3,2,0
704,5,30,2,1
840,1,16,5,1
160,1,3,0,0
173,9,11,1,1
69,1,1,2,0
633,6,20,6,1
208,0,3,3,0
792,4,1,4,1
822,2,10,8,1
361,0,3,0,0
722,10,17,1,1
224,1,1,3,0
213,0,4,0,0
216,2,0,0,0
255,2,1,2,0
198,2,0,0,0
52,0,2,2,0
156,1,1,1,0
185,2,21,6,1
308,4,1,1,1
317,3,24,3,1
158,1,3,0,0
283,4,2,2,0
112,2,6,0,0
64,9,24,2,1
793,3,20,3,1
132,2,5,6,0
117,7,9,10,1
295,4,3,0,0
954,9,8,6,1
593,4,20,3,1
183,5,24,9,1
616,2,13,6,1
52,10,2,2,1
54,2,1,1,0
454,4,15,2,1
282,0,5,6,0
119,0,3,1,0
184,2,0,6,0
359,9,2,6,1
133,2,1,0,0
101,1,0,0,0
383,0,19,4,1
262,5,6,0,1
65,1,2,1,0
720,5,9,3,1
758,7,28,0,1
198,4,27,10,1
870,3,20,3,1
769,3,2,6,1
469,0,10,3,1
757,9,12,7,1
228,1,0,0,0
493,4,30,2,1
72,2,17,1,1
142,1,21,0,1
840,7,24,5,1
209,3,0,0,0
259,7,0,5,1
405,10,14,5,1
672,5,13,10,1
678,3,22,3,1
185,0,2,2,0
151,9,23,6,1
363,2,0,0,0
295,2,23,4,1
387,1,3,0,0
845,9,28,5,1
630,8,27,5,1
219,4,0,2,0
356,10,17,4,1
129,3,14,3,1
268,0,0,0,0
147,4,6,3,1
643,5,27,6,1
888,7,9,8,1
193,7,18,1,1
221,1,4,1,0
143,4,5,4,1
999,3,2,9,1
26,3,2,5,0
158,2,8,3,1
908,3,10,5,1
74,2,3,0,0
132,2,2,0,0
145,0,16,3,1
679,8,7,10,1
93,0,3,2,0
281,1,3,0,0
209,0,2,2,0
220,0,2,2,0
213,2,1,1,0
180,0,8,4,1
560,5,0,4,1
124,2,0,2,0
42,1,1,2,0
170,1,2,0,0
111,1,1,1,0
283,0,0,1,0
218,3,12,10,1
706,1,6,4,1
347,0,3,1,0
180,3,2,0,0
223,0,0,2,0
171,1,1,1,0
28,1,2,2,0
197,0,1,2,0
86,5,27,8,1
84,4,2,2,0
211,1,2,2,0
336,2,9,9,1
255,4,1,4,0
368,1,4,1,0
308,3,19,3,1
438,1,1,1,0
776,7,28,7,1
393,5,8,10,1
127,2,26,7,1
174,0,2,1,0
272,2,3,0,0
233,1,0,1,0
20,1,3,0,0
275,0,8,4,0
262,2,3,2,0
375,3,3,3,1
297,5,6,2,1
716,0,2,6,1
243,5,9,4,1
350,6,1,7,1
268,0,2,2,0
111,1,20,6,1
159,1,2,1,0
549,1,18,7,1
350,7,13,8,1
107,0,1,2,0
225,2,1,2,0
173,10,22,8,1
180,3,30,5,1
113,0,6,6,0
323,9,20,7,1
241,2,3,1,0
84,3,7,2,0
247,8,8,8,1
107,2,3,2,0
240,5,19,9,1
794,2,6,9,1
484,9,7,10,1
640,4,2,0,1
186,10,28,6,1
130,2,0,0,0
413,8,24,1,1
236,0,2,0,0
59,1,0,1,0
300,2,1,4,0
78,8,17,2,1
381,1,1,0,0
89,2,2,2,0
66,0,0,2,0
988,6,0,3,1
594,6,19,3,1
865,4,1,10,1
356,2,1,8,1
170,6,25,1,1
165,1,10,1,0
92,1,2,0,0
856,10,13,0,1
26,4,1,1,0
78,5,19,3,1
212,1,3,1,0
60,1,0,0,0
691,7,26,10,1
352,5,23,4,1
21,0,0,5,0
579,9,17,7,1
262,1,2,5,0
253,2,1,1,0
72,2,3,2,0
245,5,28,7,1
132,3,9,9,1
294,2,1,0,0
184,1,2,0,0
193,2,2,1,0
628,2,15,4,1
57,2,0,4,0
717,5,30,4,1
164,2,0,0,0
351,10,7,4,1
367,2,2,1,0
330,2,0,2,1
73,1,3,1,0
348,6,1,7,1
125,8,28,10,1
849,2,8,1,1
223,1,3,1,0
336,4,2,0,0
706,7,27,7,1
326,1,0,1,0
78,1,10,2,0
231,9,22,5,1
148,3,0,1,0
925,3,23,2,1
31,1,0,0,0
186,0,2,1,0
67,8,23,7,1
218,1,3,2,0
714,3,28,6,1
191,2,1,4,1
174,6,29,5,1
127,9,17,8,1
